"Sequence",0,1,2
"412689_Humibacillus_xanthopallidus-Micrococcales",-0.32162344,1.5165029,4.5538406
"2666141_Agromyces_kandeliae-Micrococcales",-1.3173544,4.3252983,2.5173287
"578222_Zhihengliuella_salsuginis-Micrococcales",-0.3331102,3.28343,2.6878943
"393267_Microterricola_gilva-Micrococcales",-0.8649943,3.8796003,2.7194426
"2045440_Bifidobacterium_felsineum-Bifidobacteriales",-1.4001265,-1.1029481,6.7080784
"99807_Corynebacterium_auriscanis-Corynebacteriales",-0.29094946,-0.6410439,1.33505
"2530374_Jiangella_ureilytica-Jiangellales",0.39124802,2.2595444,3.055104
"2675851_Nocardia_terrae-Corynebacteriales",-0.44208837,0.17062855,-0.31175208
"864058_Streptomyces_kebangsaanensis-Streptomycetales",4.1399746,0.8951772,3.352271
"2608252_Nesterenkonia_ebinurensis-Micrococcales",-0.6089858,2.5889025,3.044496
"110935_Agreia_bicolorata-Micrococcales",-0.9510642,3.6514459,2.7364085
"564198_Mycolicibacterium_bacteremicum-Corynebacteriales",-0.6404451,-2.0140026,0.7038524
"1905142_Amycolatopsis_vastitatis-Pseudonocardiales",0.24732894,0.8327848,-0.6291766
"68282_Streptomyces_viridiviolaceus-Streptomycetales",4.5371513,0.9223159,3.2962372
"47761_Streptomyces_ochraceiscleroticus-Streptomycetales",4.3885813,0.90344167,3.0484986
"2878563_Nocardia_rosealba-Corynebacteriales",-0.6145905,-0.082074404,-0.24818707
"55404_Streptomyces_netropsis-Streptomycetales",4.2027206,0.76867676,2.311006
"320799_Gordonia_soli-Corynebacteriales",-0.6936096,-1.3352506,0.507812
"1296565_Geodermatophilus_amargosae-Geodermatophilales",0.7243935,2.219538,0.8046212
"1572659_Kribbella_capetownensis-Propionibacteriales",1.1662178,2.224918,2.5146224
"2585196_Streptomyces_smaragdinus-Streptomycetales",3.902571,1.1332885,3.1005504
"280239_Nocardiopsis_chromatogenes-Streptosporangiales",1.2839729,3.089971,0.23992753
"1036181_Microlunatus_flavus-Propionibacteriales",0.60882664,2.1463888,2.6428638
"882449_Pseudonocardia_cypriaca-Pseudonocardiales",0.015841067,0.47564453,-0.3124056
"512350_Actinoplanes_xinjiangensis-Micromonosporales",0.34234917,3.1034527,0.16024351
"1956_Streptomyces_diastaticus-Streptomycetales",4.755991,0.4771634,3.1112702
"1137989_Geodermatophilus_normandii-Geodermatophilales",0.7642636,2.1837163,0.8230736
"1215925_Nocardia_bhagyanarayanae-Corynebacteriales",-0.6325526,-0.12680018,-0.2750876
"2048550_Mycobacterium_lehmannii-Corynebacteriales",-0.7089791,-2.0976334,0.36408234
"236067_Kribbella_solani-Propionibacteriales",1.1997576,2.2975,2.349164
"359158_Actinomadura_rudentiformis-Streptosporangiales",1.2419269,4.3787103,-0.39235067
"76756_Actinoplanes_capillaceus-Micromonosporales",0.32772934,3.331811,-0.017663002
"60706_Actinomadura_formosensis-Streptosporangiales",1.2633566,4.384549,-0.26128817
"638953_Georgenia_soli-Micrococcales",-0.46540534,1.6781054,4.343236
"120213_Subtercola_boreus-Micrococcales",-1.0218529,3.6572819,2.701046
"2306974_Bifidobacterium_samirii-Bifidobacteriales",-1.3912685,-0.95488954,6.65886
"98671_Pseudoglutamicibacter_albus-Micrococcales",-0.4940158,2.792553,3.028254
"53432_Nocardia_uniformis-Corynebacteriales",-0.8693049,-0.7940239,0.061393738
"205332_Agromyces_albus-Micrococcales",-1.1221449,4.122654,2.5579686
"502181_Actinophytocola_oryzae-Pseudonocardiales",0.031277835,0.84264433,-0.34603047
"2593674_Saccharothrix_deserti-Pseudonocardiales",0.096979916,0.32548708,-0.16850567
"65499_Lentzea_albida-Pseudonocardiales",0.3239714,0.412244,-0.04375553
"1714841_Microbacterium_telephonicum-Micrococcales",-0.95063245,3.9151342,2.9151385
"1306990_Streptomyces_hokutonensis-Streptomycetales",4.866975,0.46834925,3.1345022
"2878562_Nonomuraea_aurantiaca-Streptosporangiales",1.2995113,4.6898794,-0.9774575
"1048205_Streptomyces_uncialis-Streptomycetales",4.576909,0.6753916,3.3570497
"52769_Actinomyces_gerencseriae-Actinomycetales",-0.5136292,1.6944137,4.457491
"1776_Mycolicibacterium_flavescens-Corynebacteriales",-0.62977815,-0.3730905,-0.27298093
"2259034_Streptomyces_cavernae-Streptomycetales",4.562022,0.7405439,3.3047533
"1110697_Nocardia_asteroides-Corynebacteriales",-0.6706457,-0.10814738,-0.17580628
"637393_Herbiconiux_moechotypicola-Micrococcales",-0.72356105,4.089158,2.5974164
"1045774_Nocardioides_lianchengensis-Propionibacteriales",-0.38526833,1.4515224,4.8766727
"390269_Labedella_gwakjiensis-Micrococcales",-0.9449674,3.8473136,2.808165
"235987_Streptomyces_jietaisiensis-Streptomycetales",4.3525643,0.76218784,3.3141253
"1871014_Arcanobacterium_urinimassiliense-Actinomycetales",-0.3853588,1.3417922,4.526174
"1768010_Actinophytocola_algeriensis-Pseudonocardiales",-0.07771933,0.8656955,-0.44860578
"1195761_Ornithinimicrobium_tianjinense-Micrococcales",-0.43600905,1.4198403,4.5867615
"479106_Haematomicrobium_sanguinis-Micrococcales",-0.62333643,3.2252564,2.9931483
"1644109_Amycolatopsis_nivea-Pseudonocardiales",0.22007161,0.6301084,-0.44672132
"393607_Agromyces_allii-Micrococcales",-0.99480426,3.9885378,2.6049345
"297536_Oryzihumus_leptocrescens-Micrococcales",-0.26070762,1.2604945,4.7602043
"1105143_Kribbella_shirazensis-Propionibacteriales",1.1830875,2.2379332,2.4102662
"97398_Streptomyces_abikoensis-Streptomycetales",4.2311587,0.8487774,2.2798991
"162169_Oerskovia_jenensis-Micrococcales",-0.63721263,2.5741682,3.5214577
"761804_Mycobacterium_europaeum-Corynebacteriales",-0.6979085,-3.0844698,1.1873587
"993073_Microbacterium_enclense-Micrococcales",-1.1941655,3.9666958,2.7396967
"386301_Cryobacterium_psychrotolerans-Micrococcales",-0.82163835,3.770153,2.7042367
"491918_Leucobacter_chironomi-Micrococcales",-1.117032,3.6376526,2.430357
"46351_Mycolicibacterium_hassiacum-Corynebacteriales",-0.6567832,-2.0582504,0.5971391
"211114_Allokutzneria_albata-Pseudonocardiales",0.18206185,0.09771776,-0.17364645
"1414719_Corynebacterium_jeddahense-Corynebacteriales",-0.09158683,-0.7576593,1.5441303
"262806_Jonesia_quinghaiensis-Micrococcales",-0.519258,1.9091452,4.2501307
"2034511_Mycobacterium_palauense-Corynebacteriales",-0.70760214,-2.1695461,0.4683578
"113566_Actinoplanes_humidus-Micromonosporales",0.26912063,3.005348,0.19792724
"1488406_Streptomyces_roseifaciens-Streptomycetales",4.1771326,0.7664494,2.2549307
"1898_Streptomyces_cacaoi-Streptomycetales",3.970604,1.2237102,3.2370613
"1181879_Amycolatopsis_jiangsuensis-Pseudonocardiales",0.28991467,0.7768433,-0.4551487
"364929_Williamsia_soli-Corynebacteriales",-0.55114937,-0.4827118,0.19992661
"403638_Actinoplanes_couchii-Micromonosporales",0.40716606,3.2240636,-0.028784037
"53448_Streptomyces_gougerotii-Streptomycetales",4.422228,0.82580876,3.2418041
"1653207_Bifidobacterium_aquikefiri-Bifidobacteriales",-1.2904379,-0.15393794,5.828323
"273678_Microbacterium_hydrocarbonoxydans-Micrococcales",-1.095023,3.9958947,2.717203
"2496842_Alloscardovia_theropitheci-Bifidobacteriales",-1.303803,0.40062416,5.5002546
"678932_Auritidibacter_ignavus-Micrococcales",-0.7868272,3.0294034,2.393559
"2518684_Occultella_glacieicola-Micrococcales",-0.14760518,2.0780883,3.6736357
"1857024_Brevibacterium_sediminis-Micrococcales",-0.31176662,2.088941,3.6146953
"2796471_Leucobacter_chromiisoli-Micrococcales",-0.94030654,3.5429707,2.588661
"1912961_Actinophytocola_xanthii-Pseudonocardiales",0.08732951,0.884765,-0.41773176
"2592067_Tsukamurella_asaccharolytica-Corynebacteriales",-0.38800764,0.08155787,-0.08998418
"2675850_Nocardia_aurantiaca-Corynebacteriales",-0.5255209,0.1490727,-0.31075478
"545619_Paraoerskovia_marina-Micrococcales",-0.716342,1.6922877,4.6575766
"134964_Nocardia_africana-Corynebacteriales",-0.740883,-1.6114333,0.46204448
"1111473_Flaviflexus_huanghaiensis-Actinomycetales",-0.54809475,1.9047159,4.1828823
"1032476_Nonomuraea_soli-Streptosporangiales",1.1582136,4.3345256,-0.4175899
"1656884_Metallococcus_carri-Micrococcales",-0.3152454,1.2897503,4.723834
"2321396_Nocardioides_cavernaquae-Propionibacteriales",-0.3654859,1.6173506,4.429648
"1427535_Actinomadura_barringtoniae-Streptosporangiales",1.3641555,4.3013544,-0.20960546
"60921_Sanguibacter_suarezii-Micrococcales",-0.3484149,1.8346014,4.108211
"35620_Streptomyces_hirsutus-Streptomycetales",4.4394846,0.7729398,3.3525066
"235986_Streptomyces_glauciniger-Streptomycetales",3.7596147,1.2772213,2.0772073
"546364_Amycolatopsis_australiensis-Pseudonocardiales",0.22116405,0.9115102,-0.6491196
"883161_Propionimicrobium_lymphophilum-Propionibacteriales",0.25433522,2.4227216,2.2929573
"159896_Microbacterium_gubbeenense-Micrococcales",-0.7527584,3.1790056,2.875186
"546871_Friedmanniella_luteola-Propionibacteriales",0.5255233,2.7810063,2.3016331
"68171_Streptomyces_alanosinicus-Streptomycetales",4.4064274,0.7668968,3.327895
"1188745_Nonomuraea_thailandensis-Streptosporangiales",1.2070014,4.8293447,-0.9969516
"2762237_Oerskovia_rustica-Micrococcales",-0.7002357,2.5872893,3.5045571
"282685_Nocardia_jiangxiensis-Corynebacteriales",-0.6650888,-1.548986,0.45358205
"324855_Streptomyces_marokkonensis-Streptomycetales",4.5036073,0.88908505,3.2826576
"66373_Streptomyces_niger-Streptomycetales",4.3862395,0.94679725,3.0666487
"65515_Nonomuraea_dietziae-Streptosporangiales",1.0631062,4.5937257,-0.56075144
"1672_Arthrobacter_ramosus-Micrococcales",-0.36509156,3.3197193,3.0446997
"1387313_Streptomyces_rubrisoli-Streptomycetales",3.811139,1.1115966,2.0668776
"2662258_Agromyces_agglutinans-Micrococcales",-1.2166483,4.090603,2.4437075
"1262583_Tamaricihabitans_halophyticus-Pseudonocardiales",0.20974296,0.68363804,-0.30488586
"1187855_Nonomuraea_cypriaca-Streptosporangiales",1.2669947,4.628476,-0.87400293
"2200759_Glycomyces_dulcitolivorans-Glycomycetales",0.6628881,2.3012662,0.49731922
"1938_Streptomyces_viridochromogenes-Streptomycetales",4.8082666,0.53922725,2.9710495
"348582_Propionicicella_superfundia-Propionibacteriales",0.72614163,2.1710482,2.6367445
"589330_Amycolatopsis_thailandensis-Pseudonocardiales",0.45630094,0.88528717,-0.6494031
"117157_Actinopolymorpha_singaporensis-Propionibacteriales",0.73940927,2.6871443,2.590877
"1630172_Bifidobacterium_hapali-Bifidobacteriales",-1.2833211,-1.0960236,6.9286437
"554083_Tersicoccus_phoenicis-Micrococcales",-0.45152783,2.9237068,3.0479393
"2306972_Bifidobacterium_castoris-Bifidobacteriales",-1.178328,-0.90547264,6.662304
"546874_Microlunatus_sagamiharensis-Propionibacteriales",0.7153362,2.211029,2.5497339
"998084_Streptomyces_himastatinicus-Streptomycetales",4.1172166,0.78121805,2.3197174
"2588938_Marmoricola_caldifontis-Propionibacteriales",-0.21202374,1.7810898,4.3375993
"1429076_Actinomadura_rayongensis-Streptosporangiales",0.9711057,4.361638,-0.28436375
"111802_Actinomadura_fibrosa-Streptosporangiales",1.1236018,4.348151,-0.25614405
"908359_Nocardioides_daeguensis-Propionibacteriales",-0.59671164,2.3179955,4.173876
"702383_Jiangella_muralis-Jiangellales",0.18325627,2.5968246,2.919923
"351215_Pseudokineococcus_marinus-Kineosporiales",0.13628858,3.340515,1.4483445
"46163_Actinomadura_luteofluorescens-Streptosporangiales",1.15303,4.1937847,-0.09447241
"686666_Bombiscardovia_coagulans-Bifidobacteriales",-1.1725771,-0.22575986,5.5010095
"66378_Streptomyces_yerevanensis-Streptomycetales",4.7712984,0.55220926,3.0292487
"388357_Kocuria_turfanensis-Micrococcales",-0.29881155,3.1375623,3.2374954
"386913_Mycolicibacter_senuensis-Corynebacteriales",-0.71275914,-0.2342714,-0.23403525
"1428644_Streptomyces_gilvigriseus-Streptomycetales",3.62957,1.1451762,2.6035986
"2834435_Bifidobacterium_miconis-Bifidobacteriales",-1.402966,-1.1065159,6.8640223
"1387713_Streptomyces_smyrnaeus-Streptomycetales",3.9546533,1.2276113,2.9807298
"2488791_Gulosibacter_macacae-Micrococcales",-0.7218926,3.3376284,3.0170634
"2483361_Nocardia_stercoris-Corynebacteriales",-0.7616999,-1.289582,0.28047895
"2292704_Aeromicrobium_endophyticum-Propionibacteriales",-0.30252337,1.46049,4.6600237
"2762225_Arthrobacter_gallicola-Micrococcales",-0.4543432,3.1405401,3.0565517
"2055947_Corynebacterium_heidelbergense-Corynebacteriales",-0.1693809,-0.2661965,1.0898085
"860233_Amycolatopsis_endophytica-Pseudonocardiales",0.027330637,1.0153074,-0.56379485
"37328_Nocardia_carnea-Corynebacteriales",-0.5116496,-0.16049027,-0.1426549
"67363_Streptomyces_sindenensis-Streptomycetales",4.8664994,0.6210886,2.962096
"2861747_Saccharothrix_obliqua-Pseudonocardiales",0.16256058,0.44487578,-0.30668497
"231024_Streptomyces_africanus-Streptomycetales",4.883445,0.56161696,3.0277753
"284042_Streptomyces_violaceorubidus-Streptomycetales",4.7880583,0.44198066,3.1017544
"1263637_Microbacterium_jejuense-Micrococcales",-1.1026627,4.0579815,2.8683202
"2577098_Streptomyces_katsurahamanus-Streptomycetales",4.5488796,0.8388832,3.2515504
"487165_Streptomyces_swartbergensis-Streptomycetales",4.876377,0.46983862,3.0723839
"1401063_Pseudoglutamicibacter_albus-Micrococcales",-0.4940158,2.792553,3.028254
"2144174_Nocardia_aurea-Corynebacteriales",-0.7358688,-0.04486859,-0.33499837
"33897_Streptomyces_bluensis-Streptomycetales",4.712805,0.48324242,2.9908867
"2293572_Actinomadura_logoneensis-Streptosporangiales",1.1985829,4.275754,-0.054599524
"1677_Arthrobacter_pascens-Micrococcales",-0.41211224,3.2565272,3.2159503
"2584121_Antrihabitans_stalactiti-Corynebacteriales",-0.58777535,-1.66856,0.56529856
"254788_Paeniglutamicibacter_kerguelensis-Micrococcales",-0.47492468,3.638634,2.2898898
"630514_Microbacterium_agarici-Micrococcales",-0.7589531,3.9406521,2.486505
"913969_Knoellia_flava-Micrococcales",-0.66577446,0.872544,4.8157387
"35756_Corynebacterium_pilosum-Corynebacteriales",-0.33999252,-0.55281365,1.5990678
"1137994_Geodermatophilus_saharensis-Geodermatophilales",0.76800644,2.1173348,0.7565868
"2020964_Bifidobacterium_margollesii-Bifidobacteriales",-1.2404125,-0.8059008,6.5068293
"2340725_Streptomyces_bauhiniae-Streptomycetales",4.3150864,0.85485345,3.3019223
"2585206_Brachybacterium_subflavum-Micrococcales",-0.936213,1.5856185,4.4627657
"2656650_Auraticoccus_cholistanensis-Propionibacteriales",0.19374985,2.1655858,2.9088533
"1386098_Actinotalea_ferrariae-Micrococcales",-0.43747652,2.5752952,3.474911
"238964_Nocardia_xishanensis-Corynebacteriales",-0.6352198,-0.13524431,-0.27211142
"67293_Streptomyces_echinatus-Streptomycetales",4.3435717,0.84881556,3.3298445
"1429046_Rhodococcus_rhodochrous-Corynebacteriales",-0.5286982,-1.4000947,0.44374442
"54011_Pseudonocardia_sulfidoxydans-Pseudonocardiales",0.10736859,0.5666746,-0.19219542
"1629051_Specibacter_cremeus-Micrococcales",-0.40765262,3.5280983,2.615087
"2835530_Cellulomonas_fulva-Micrococcales",-0.19905782,1.9457579,4.1873164
"2604800_Lentzea_indica-Pseudonocardiales",0.16294205,0.4553865,-0.11406016
"333142_Klenkia_brasiliensis-Geodermatophilales",1.1683121,2.20149,0.7755599
"645275_Murinocardiopsis_flavida-Streptosporangiales",1.3022022,3.2109587,0.11618805
"386892_Frondihabitans_australicus-Micrococcales",-1.0284216,3.669793,2.8832886
"2762242_Cellulomonas_avistercoris-Micrococcales",-0.5380199,1.6174192,4.256851
"134959_Actinomadura_mexicana-Streptosporangiales",1.1265606,4.11292,-0.09721184
"1926282_Kocuria_massiliensis-Micrococcales",-0.5973904,3.0713644,2.9333944
"871959_Amycolatopsis_circi-Pseudonocardiales",0.2616328,0.67020565,-0.53540635
"2574732_Ornithinicoccus_soli-Micrococcales",-0.3072374,1.0700394,4.7570214
"2795737_Sanguibacter_suaedae-Micrococcales",-0.34076035,2.011095,4.1780167
"2448886_Streptomyces_durbertensis-Streptomycetales",3.5066135,1.383743,2.7704518
"1531955_Sinomonas_mesophila-Micrococcales",-0.2437365,3.1174123,2.9476457
"53368_Hamadaea_tsunoensis-Micromonosporales",0.26107758,3.123616,0.37696886
"68199_Streptomyces_flavochromogenes-Streptomycetales",4.91908,0.4733127,3.0752654
"1333667_Geodermatophilus_poikilotrophus-Geodermatophilales",1.0985373,2.2749572,0.723583
"272239_Gulosibacter_bifidus-Micrococcales",-0.6791626,2.8018417,3.3229954
"83378_Streptomyces_ruber-Streptomycetales",4.5107446,0.71913725,3.2729807
"2884812_Streptomyces_pinistramenti-Streptomycetales",4.335122,0.86118543,2.3029451
"544581_Actinomyces_johnsonii-Actinomycetales",-0.4976337,1.5690594,4.5010095
"1223511_Pseudonocardia_sulfidoxydans-Pseudonocardiales",0.10736859,0.5666746,-0.19219542
"114259_Nocardia_paucivorans-Corynebacteriales",-0.7296667,-1.5576646,0.39107656
"286804_Segniliparus_rugosus-Corynebacteriales",-0.6607046,-1.361232,0.95891976
"234835_Brevibacterium_antiquum-Micrococcales",-0.4389645,2.141409,3.5079412
"1325934_Actinomyces_polynesiensis-Actinomycetales",-0.34618676,1.7363946,4.6368484
"2293570_Microbacterium_bovistercoris-Micrococcales",-1.123779,4.078205,2.6209142
"2851888_Streptomyces_corallincola-Streptomycetales",4.0232515,0.9370214,3.2051966
"208441_Amycolatopsis_decaplanina-Pseudonocardiales",0.4379741,0.8854423,-0.66555905
"2341083_Mycobacterium_innocens-Corynebacteriales",-0.86263263,-3.2342548,1.245182
"47847_Brachybacterium_nesterenkovii-Micrococcales",-1.1279427,1.5887334,4.2040806
"2070367_Streptomyces_cahuitamycinicus-Streptomycetales",4.86703,0.5037569,3.145049
"239974_Nocardiopsis_valliformis-Streptosporangiales",1.1456895,3.2340279,0.18335843
"1871028_Actinomyces_mediterranea-Actinomycetales",-0.55621076,1.5103602,4.594141
"113559_Actinoplanes_campanulatus-Micromonosporales",0.44053712,3.731912,-0.26170993
"53427_Gordonia_hirsuta-Corynebacteriales",-0.58766127,-1.0732006,0.6129279
"384602_Micrococcus_flavus-Micrococcales",-0.69104517,2.9297974,2.3701477
"52695_Actinoplanes_brasiliensis-Micromonosporales",0.15751219,3.297565,0.050826788
"2774019_Nocardioides_donggukensis-Propionibacteriales",-0.5209905,2.1316066,4.2347856
"225453_Yaniella_halotolerans-Micrococcales",-0.65615916,3.160182,2.4284234
"2604423_Agromyces_mariniharenae-Micrococcales",-1.1895957,4.154043,2.4381175
"1526413_Microbacterium_halimionae-Micrococcales",-1.0473485,4.075723,2.8471265
"1168729_Nocardioides_zhouii-Propionibacteriales",-0.19604588,1.5701178,4.998267
"1119534_Nocardioides_perillae-Propionibacteriales",-0.5245571,1.9912031,4.2848644
"598549_Streptomyces_hyderabadensis-Streptomycetales",4.700815,0.45192266,3.125409
"2014528_Corynebacterium_dentalis-Corynebacteriales",-0.31238103,-0.46383905,1.4799279
"2070368_Nonomuraea_aridisoli-Streptosporangiales",1.1170257,4.730191,-0.9746175
"2528712_Planctomonas_psychrotolerans-Micrococcales",-0.948262,3.8964047,2.5213327
"146020_Mycolicibacterium_brisbanense-Corynebacteriales",-0.7658372,-2.1018233,0.5115886
"2592652_Agromyces_intestinalis-Micrococcales",-1.2883811,4.304651,2.5089602
"2760662_Amycolatopsis_dendrobii-Pseudonocardiales",0.25023973,0.6628176,-0.5467379
"1638989_Demequina_subtropica-Micrococcales",-0.72317374,1.6889453,3.9750223
"1051531_Saccharothrix_tamanrassetensis-Pseudonocardiales",0.21660876,0.39982808,-0.24166751
"556530_Serinibacter_salmoneus-Micrococcales",-0.50453115,1.9909022,3.4436336
"68565_Actinomadura_hibisca-Streptosporangiales",0.9275152,4.113591,-0.2700796
"2650773_Bifidobacterium_cebidarum-Bifidobacteriales",-1.3918402,-1.1134688,6.704424
"883067_Actinotignum_schaalii-Actinomycetales",-0.7158176,1.2443732,4.179814
"67385_Streptomyces_xanthophaeus-Streptomycetales",4.3502736,0.87619054,3.027703
"1926276_Actinomyces_culturomici-Actinomycetales",-0.53235614,1.5483048,4.604857
"686429_Gordonia_humi-Corynebacteriales",-0.47990143,-0.90085614,0.47288752
"1214925_Streptomyces_chumphonensis-Streptomycetales",3.7445982,1.3070742,2.927531
"370736_Zhihengliuella_halotolerans-Micrococcales",-0.26765442,3.3346019,2.9280686
"163874_Arthrobacter_tumbae-Micrococcales",-0.30655265,3.3331401,2.7163286
"84724_Lentzea_waywayandensis-Pseudonocardiales",0.11020684,0.505611,-0.20596933
"285557_Streptomyces_caniferus-Streptomycetales",4.159136,0.9794111,2.2249823
"2768069_Streptomyces_xanthii-Streptomycetales",4.4929857,0.84655476,3.3236704
